序号,年份,组合,试点,基本苗（万/亩）,最高苗（万/亩）,分蘖率(%),有效穗（万/亩）,成穗率（%）,株高（cm）,穗长（cm）,每穗总粒数,每穗实粒数,结实率(%),千粒重(g),播期（月/日）,栽期（月/日）,秧龄/天,始穗（月/日）,齐穗（月/日）,成熟期（月/日）,全生育期（天）
601,2010,Ⅱ优838（CK）,省院,4.4,23.6,436.4,13.3,56.5,112,21,136.4,97.9,71.8,27.1,5月7日,6月5日,29,8月11日,8月15日,9月18日,134
602,2010,Ⅱ优838（CK）,凤阳,3.7,19.5,427,15.2,77.9,130.1,25.9,196.3,155.1,79,26.5,5月12日,6月19日,38,8月19日,8月21日,10月5日,146
603,2010,Ⅱ优838（CK）,芜湖,6.3,26.1,314.3,17,65.1,118.9,25.9,172.5,150.4,87.2,25.8,5月8日,6月9日,32,8月13日,8月17日,9月18日,133
604,2010,Ⅱ优838（CK）,六安,3.8,26.2,589.5,15.2,58,128,25.3,176.2,145.2,82.4,28,4月29日,5月31日,31,8月10日,8月13日,9月10日,134
605,2010,Ⅱ优838（CK）,全椒,5.8,24.6,324.1,14.7,59.8,129,26.5,198.8,146.7,73.8,27.9,4月30日,6月7日,37,8月12日,8月15日,9月12日,135
606,2010,川香优165,省院,5.4,22.4,314.8,14,62.5,116,26.9,180.6,104.6,57.9,28.3,5月7日,6月5日,29,8月12日,8月16日,9月19日,135
607,2010,川香优165,凤阳,4,19.4,385,15.1,77.8,127.3,25.2,195,149.8,76.8,28.3,5月12日,6月19日,38,8月18日,8月20日,10月3日,144
608,2010,川香优165,芜湖,7.2,28,288.9,18.4,65.7,115.9,25.3,186.1,153,82.2,25.2,5月8日,6月9日,32,8月14日,8月19日,9月17日,132
609,2010,川香优165,六安,4,28.8,620,16.2,56.3,125.3,25.1,250.9,198.8,79.2,29,4月29日,5月31日,31,8月9日,8月13日,9月6日,130
610,2010,川香优165,全椒,4.8,20.8,333.3,15.1,72.6,134.2,26,204.7,158.6,77.5,29.1,4月30日,6月7日,37,8月13日,8月15日,9月17日,140
611,2010,冈优628,省院,4.6,26.8,482.6,14,52.2,123,28,160.6,130.2,81,27,5月7日,6月5日,29,8月9日,8月13日,9月23日,139
612,2010,冈优628,凤阳,3.5,17.7,405.7,12.9,72.9,128.3,30.5,200.7,158.3,78.9,27.8,5月12日,6月19日,38,8月18日,8月20日,10月6日,147
613,2010,冈优628,芜湖,6.8,29.5,333.8,19.6,66.4,123.7,27.2,175.3,141.3,80.6,25.5,5月8日,6月9日,32,8月14日,8月19日,9月19日,134
614,2010,冈优628,六安,4.2,30.8,633.3,16.7,54.2,130.7,28.1,168.2,133.8,79.5,31.1,4月29日,5月31日,31,8月10日,8月14日,9月8日,132
615,2010,冈优628,全椒,5.8,25.8,344.8,16.7,64.7,131.2,30,202.5,127.8,63.1,28.5,4月30日,6月7日,37,8月15日,8月17日,9月16日,139
616,2010,绿敏S/8HZ038,省院,7,23.8,240,14,58.8,105,24,162.3,132.8,81.8,26,5月7日,6月5日,29,8月1日,8月4日,9月18日,134
617,2010,绿敏S/8HZ038,凤阳,4.1,19.2,368.3,12.6,65.6,120.9,25.9,222.4,198.8,89.4,25.6,5月12日,6月19日,38,8月10日,8月12日,9月21日,130
618,2010,绿敏S/8HZ038,芜湖,5.7,24.8,335.1,17.2,69.4,118.6,24.4,177.7,136.7,76.9,25.7,5月8日,6月9日,32,8月4日,8月8日,9月3日,118
619,2010,绿敏S/8HZ038,六安,3.6,21.4,494.4,17.6,82.2,113.5,22.8,151.3,134.9,89.2,26.5,4月29日,5月31日,31,8月2日,8月5日,9月4日,128
620,2010,绿敏S/8HZ038,全椒,5.8,23.8,310.3,14.3,60.1,124.8,26.4,200.5,161.6,80.6,26.1,4月30日,6月7日,37,8月3日,8月8日,9月4日,127
621,2010,甬优24,省院,2.8,18,542.9,12,66.7,115,24,378.6,284.8,75.2,23.9,5月7日,6月5日,29,8月5日,8月8日,9月22日,138
622,2010,甬优24,凤阳,3,19.6,553.3,13.9,70.9,122.6,25,247.2,219.3,88.7,21.7,5月12日,6月19日,38,8月13日,8月15日,10月9日,150
623,2010,甬优24,芜湖,7,27.9,298.6,16.7,59.9,116.4,23.5,209,168.9,80.8,23.7,5月8日,6月9日,32,8月7日,8月10日,9月6日,121
624,2010,甬优24,六安,3,23,666.7,16,69.6,117.8,24.9,282.6,230,81.4,25.9,4月29日,5月31日,31,8月3日,8月7日,9月2日,126
625,2010,甬优24,全椒,6,20,233.3,14.3,71.5,123.8,23.4,327.3,198.3,60.6,23,4月30日,6月7日,37,8月10日,8月14日,9月19日,142
626,2010,航辐优六号,省院,4.2,26,519,14,53.8,112,26.3,152.4,101.2,66.4,27.2,5月7日,6月5日,29,8月6日,8月8日,9月12日,128
627,2010,航辐优六号,凤阳,3.9,21.8,459,15.8,72.5,126.8,30.6,244.5,169.4,69.3,24.6,5月12日,6月19日,38,8月12日,8月14日,9月23日,134
628,2010,航辐优六号,芜湖,5.9,26.8,354.2,15.3,57.1,121.2,28.2,183.7,152.5,83,26.2,5月8日,6月9日,32,8月5日,8月9日,9月4日,119
629,2010,航辐优六号,六安,3.8,30.2,694.7,18.3,60.6,118.8,26.9,147.8,117.1,79.2,27.8,4月29日,5月31日,31,8月4日,8月7日,9月5日,129
630,2010,航辐优六号,全椒,5.2,23.8,357.7,19.3,81.1,124.7,28.6,194,130.9,67.5,26.6,4月30日,6月7日,37,8月8日,8月11日,9月6日,129
631,2010,辐78A/恢168,省院,4.2,22.8,442.9,14,61.4,119,25.6,165.3,92.2,55.8,27.9,5月7日,6月5日,29,8月11日,8月15日,9月20日,136
632,2010,辐78A/恢168,凤阳,3.4,18.7,450,14.3,76.5,128.6,27,228.7,160,70,27.5,5月12日,6月19日,38,8月20日,8月22日,10月7日,148
633,2010,辐78A/恢168,芜湖,7.4,29,291.9,18.2,62.8,124.5,25.6,183.6,149.8,81.6,24.9,5月8日,6月9日,32,8月16日,8月21日,9月20日,135
634,2010,辐78A/恢168,六安,4.2,25.6,509.5,16.5,64.5,124.7,25.6,189.9,144.9,76.3,29.5,4月29日,5月31日,31,8月12日,8月15日,9月10日,134
635,2010,辐78A/恢168,全椒,5.8,23.2,300,15.3,65.9,132.7,25.7,200.9,148,73.7,29.4,4月30日,6月7日,37,8月14日,8月16日,9月15日,138
636,2010,众两优1号,省院,7.8,38.8,397.4,18,46.4,114,26.8,188.8,128.5,68.1,25.5,5月7日,6月5日,29,8月13日,8月16日,9月18日,134
637,2010,众两优1号,凤阳,3.9,21.6,453.8,16.5,76.4,123.5,24.9,179.4,147.3,82.1,27.1,5月12日,6月19日,38,8月24日,8月29日,10月7日,148
638,2010,众两优1号,芜湖,6.2,27.1,337.1,18.8,69.4,137.6,27,191.5,157.6,82.3,25,5月8日,6月9日,32,8月15日,8月19日,9月15日,130
639,2010,众两优1号,六安,3.8,29.8,684.2,17.8,59.7,117.3,26.9,198.9,157.4,79.1,26.3,4月29日,5月31日,31,8月9日,8月13日,9月8日,132
640,2010,众两优1号,全椒,7.6,34,347.4,17.3,50.9,124.5,25.3,186.2,140.3,75.3,25.6,4月30日,6月7日,37,8月14日,8月18日,9月20日,143
641,2010,绿102S/L24,省院,4.6,26.6,478.3,14,52.6,110,25,149.4,108.1,72.4,24,5月7日,6月5日,29,8月9日,8月12日,9月22日,138
642,2010,绿102S/L24,凤阳,4.2,20.6,390.5,15.2,73.8,135.4,29.3,215,183.1,85.2,23.7,5月12日,6月19日,38,8月19日,8月21日,10月5日,146
643,2010,绿102S/L24,芜湖,8,29.9,273.8,17.6,58.9,124.7,24.7,176.1,149.7,85,23.7,5月8日,6月9日,32,8月11日,8月16日,9月15日,130
644,2010,绿102S/L24,六安,3.2,24.4,662.5,16,65.6,126.3,28.6,186,166.4,89.5,25.9,4月29日,5月31日,31,8月8日,8月11日,9月7日,131
645,2010,绿102S/L24,全椒,7.4,28.8,289.2,16.5,57.3,131.3,27.6,195.1,154.1,79,25,4月30日,6月7日,37,8月13日,8月17日,9月18日,141
646,2010,绿102S/7HZ038-1,省院,4.2,20.2,381,14,69.3,117,25.8,181.4,154.6,85.2,25.1,5月7日,6月5日,29,8月2日,8月8日,9月14日,130
647,2010,绿102S/7HZ038-1,凤阳,3.2,20.2,531.3,15.3,75.7,125.7,25.7,192.5,128,66.5,31.9,5月12日,6月19日,38,8月18日,8月20日,10月7日,148
648,2010,绿102S/7HZ038-1,芜湖,6.6,25.3,283.3,16.4,64.8,118.8,24.6,172.3,142.7,82.8,24.5,5月8日,6月9日,32,8月10日,8月15日,9月13日,128
649,2010,绿102S/7HZ038-1,六安,3.4,24.6,623.5,15.2,61.8,113.6,25.7,175.6,151.5,86.3,25.2,4月29日,5月31日,31,8月6日,8月10日,9月5日,129
650,2010,绿102S/7HZ038-1,全椒,6.8,24.8,264.7,17,68.5,115.7,26.2,186.1,150.9,81.1,26.1,4月30日,6月7日,37,8月8日,8月10日,9月2日,125
651,2010,川香29A/R8015,省院,3.4,24,605.9,14,58.3,120,27,179.3,105.6,58.9,28.5,5月7日,6月5日,29,8月12日,8月16日,9月21日,137
652,2010,川香29A/R8015,凤阳,3.8,19.4,410.5,12,61.9,119.4,32.3,251.7,217,86.2,24.4,5月12日,6月19日,38,8月11日,8月13日,9月22日,133
653,2010,川香29A/R8015,芜湖,7,26.4,277.1,15.2,57.6,111.9,27,154.8,126.8,81.9,32.1,5月8日,6月9日,32,8月13日,8月17日,9月19日,134
654,2010,川香29A/R8015,六安,3.6,27.8,672.2,16.8,60.4,126.4,27.5,174.6,104.3,59.7,35.3,4月29日,5月31日,31,8月8日,8月10日,9月6日,130
655,2010,川香29A/R8015,全椒,5.8,24.4,320.7,15.6,63.9,123.3,27,166.1,115.4,69.5,33.7,4月30日,6月7日,37,8月13日,8月15日,9月8日,131
656,2010,两优1088,省院,4,31,675,16,51.6,122,28,226.3,161.1,71.2,22.6,5月7日,6月5日,29,8月15日,8月18日,9月28日,144
657,2010,两优1088,凤阳,3.6,22.6,527.8,13.8,61.1,136.3,30.5,264.2,232.5,88,23.9,5月12日,6月19日,38,8月28日,8月31日,10月15日,156
658,2010,两优1088,芜湖,7.8,29.7,280.8,19.6,66,117.5,27.2,209.1,163.9,78.4,23.2,5月8日,6月9日,32,8月19日,8月23日,9月23日,138
659,2010,两优1088,六安,3.8,28.6,652.6,16,55.9,131.8,30.3,218.7,157.4,72,29,4月29日,5月31日,31,8月17日,8月11日,9月6日,130
660,2010,两优1088,全椒,5.6,28,400,15,53.6,129.8,30.3,247.7,205.3,82.9,23.5,4月30日,6月7日,37,8月17日,8月20日,9月18日,141
661,2010,天优9002,省院,4,21.6,440,14,64.8,120,30,203.1,155.8,76.7,27.8,5月7日,6月5日,29,8月12日,8月16日,9月28日,144
662,2010,天优9002,凤阳,3.9,20.8,433.3,13.6,65.4,130.6,29.3,217,179.8,82.9,27,5月12日,6月19日,38,8月20日,8月22日,10月4日,145
663,2010,天优9002,芜湖,6.9,28.4,311.6,17.5,61.6,118.2,25.7,167.6,130.4,77.8,27.6,5月8日,6月9日,32,8月14日,8月19日,9月23日,138
664,2010,天优9002,六安,3.4,23,576.5,15.3,66.5,126,29,198.9,153.6,77.2,30.1,4月29日,5月31日,31,8月7日,8月10日,9月6日,130
665,2010,天优9002,全椒,6,29.6,393.3,15,50.7,124.7,29.4,200.8,147.6,73.5,28.5,4月30日,6月7日,37,8月12日,8月14日,9月12日,135
666,2010,天优22,省院,4.4,20.4,363.6,13.3,65.4,112,24,209.1,153,73.2,23.5,5月7日,6月5日,29,8月6日,8月8日,9月17日,133
667,2010,天优22,凤阳,3.4,21.3,526.5,14.9,70,118,27.2,263.2,203.2,77.2,21.7,5月12日,6月19日,38,8月12日,8月14日,9月27日,138
668,2010,天优22,芜湖,6.5,27.2,318.5,18.7,68.8,113.1,22.5,177.6,155.6,87.6,23.9,5月8日,6月9日,32,8月9日,8月12日,9月8日,123
669,2010,天优22,六安,3.6,25,594.4,16.4,65.6,123.1,21.4,216.5,170,78.5,24.5,4月29日,5月31日,31,8月6日,8月9日,9月8日,132
670,2010,天优22,全椒,7.2,30,316.7,18.4,61.3,119.5,24.8,201.5,152.5,75.7,24.7,4月30日,6月7日,37,8月7日,8月9日,9月1日,124
671,2010,徽两优630,省院,5.6,24.6,339.3,14,56.9,108,27,205.3,127.6,62.2,27.3,5月7日,6月5日,29,8月11日,8月15日,9月21日,137
672,2010,徽两优630,凤阳,4.3,23.1,437.2,14.2,61.5,125.3,26.9,229.7,173,75.3,27.9,5月12日,6月19日,38,8月21日,8月23日,10月11日,152
673,2010,徽两优630,芜湖,5.7,26,356.1,17.4,66.9,116,24.7,181.7,151,83.1,26.8,5月8日,6月9日,32,8月12日,8月18日,9月18日,133
674,2010,徽两优630,六安,3.8,29.2,668.4,16,54.8,120.3,25.4,195.9,146.9,75,29.6,4月29日,5月31日,31,8月7日,8月12日,9月6日,130
675,2010,徽两优630,全椒,6.4,28,337.5,17,60.7,121,25.7,204,151.8,74.4,27.8,4月30日,6月7日,37,8月14日,8月16日,9月17日,140
676,2010,谷优1259,省院,4,20.8,420,14,67.3,109,26.1,161.4,146.9,91,29.3,5月7日,6月5日,29,8月5日,8月8日,9月13日,129
677,2010,谷优1259,凤阳,4,19.9,397.5,13.7,68.8,113.8,29.9,228.5,201.3,88.1,23.2,5月12日,6月19日,38,8月12日,8月14日,9月24日,135
678,2010,谷优1259,芜湖,7.1,27.4,285.9,16.3,59.5,116.4,27.1,194.4,162.7,83.7,27.1,5月8日,6月9日,32,8月5日,8月9日,9月5日,120
679,2010,谷优1259,六安,3.4,26.8,688.2,17.8,66.4,110.5,27.6,168.7,146.2,86.7,28.5,4月29日,5月31日,31,8月3日,8月7日,9月4日,128
680,2010,谷优1259,全椒,6.4,30.2,371.9,18,59.6,117.8,22.6,149,125.8,84.4,29.6,4月30日,6月7日,37,8月7日,8月10日,9月3日,126
681,2010,谷优929,省院,3.6,27.2,655.6,18,66.2,126,28.9,237.9,162.1,68.2,26.4,5月7日,6月5日,29,8月15日,8月19日,9月29日,145
682,2010,谷优929,凤阳,3.5,17,385.7,12.8,75.3,130.1,27.2,250.2,194.2,77.7,26.4,5月12日,6月19日,38,8月30日,9月1日,10月16日,157
683,2010,谷优929,芜湖,6.7,26.5,295.5,17.1,64.5,119,24,187.8,141.2,75.2,24.1,5月8日,6月9日,32,8月20日,8月25日,9月24日,139
684,2010,谷优929,六安,3,23.4,680,15,64.1,132.9,27.8,225.2,158.8,70.5,27.5,4月29日,5月31日,31,8月7日,8月16日,9月12日,136
685,2010,谷优929,全椒,6.4,25.8,303.1,13.8,53.4,139.3,26.7,222.8,150.8,67.7,27,4月30日,6月7日,37,8月19日,8月22日,9月18日,141
686,2010,川谷优408,省院,3.6,30.6,750,19.3,63.2,120,28,199.6,84.6,42.4,27.1,5月7日,6月5日,29,8月14日,8月17日,9月21日,137
687,2010,川谷优408,凤阳,3.1,18,480.6,13.8,76.7,126.2,29.6,232.3,159.4,68.6,28.8,5月12日,6月19日,38,8月24日,8月26日,10月15日,156
688,2010,川谷优408,芜湖,7.2,28.1,290.3,18,64.1,116.8,26.9,165.6,129.5,78.2,27.6,5月8日,6月9日,32,8月15日,8月19日,9月19日,134
689,2010,川谷优408,六安,3.2,25.2,687.5,16.1,63.9,124.6,27.7,179.4,115,64.1,33.5,4月29日,5月31日,31,8月11日,8月16日,9月5日,129
690,2010,川谷优408,全椒,6.6,28.2,327.3,19.6,69.5,129.3,29,231,132.4,57.3,28.4,4月30日,6月7日,37,8月17日,8月20日,9月15日,138
691,2010,Ⅱ优838（CK）,省院,3,23,666.7,14,60.9,115,27.2,176,118.4,67.3,27.7,5月7日,6月5日,29,8月12日,8月15日,9月22日,138
692,2010,Ⅱ优838（CK）,凤阳,4.2,21.4,409.5,15.5,72.4,130.5,25.3,189.3,149,78.7,26.8,5月12日,6月19日,38,8月19日,8月21日,10月5日,146
693,2010,Ⅱ优838（CK）,芜湖,7.4,29.6,300,18.7,63.2,117.3,25.6,171.8,137.6,80.1,25.7,5月8日,6月9日,32,8月13日,8月17日,9月18日,133
694,2010,Ⅱ优838（CK）,六安,3.1,24.6,693.5,16,65,128.4,26.7,189,149.8,79.3,27.6,4月29日,5月31日,31,8月10日,8月13日,9月10日,134
695,2010,Ⅱ优838（CK）,全椒,6.8,25.2,270.6,16.6,65.9,130.2,26.1,188.4,137.4,72.9,27.9,4月30日,6月7日,37,8月12日,8月14日,9月6日,129
696,2010,Ⅱ优81,省院,4.8,16.4,241.7,12,73.2,122,28,237.2,168.6,71.1,26.3,5月7日,6月5日,29,8月12日,8月16日,9月28日,144
697,2010,Ⅱ优81,凤阳,3.3,15.8,378.8,11.5,72.8,136.8,31.2,349.3,212.3,60.8,25.8,5月12日,6月19日,38,8月18日,8月20日,10月6日,147
698,2010,Ⅱ优81,芜湖,6.3,27.8,341.3,17.6,63.3,119.8,26.6,168,138.3,82.3,26.6,5月8日,6月9日,32,8月12日,8月16日,9月18日,133
699,2010,Ⅱ优81,六安,3.5,21.6,517.1,12.7,58.8,133.2,29.1,183.5,145.4,79.2,30,4月29日,5月31日,31,8月11日,8月16日,9月11日,135
700,2010,Ⅱ优81,全椒,5.6,20.4,264.3,12,58.8,127.7,29.4,253.2,184.1,72.7,27.9,4月30日,6月7日,37,8月13日,8月15日,9月8日,131
701,2010,三丰9号,省院,3.6,19.8,450,14,70.7,115,25,223.4,143.3,64.1,28.7,5月7日,6月5日,29,8月11日,8月15日,9月19日,135
702,2010,三丰9号,凤阳,3.7,20.8,462.2,15.1,72.6,122.3,25.5,226.9,153.1,67.5,28.2,5月12日,6月19日,38,8月11日,8月19日,10月2日,143
703,2010,三丰9号,芜湖,5.8,25.2,334.5,16.8,66.7,107.6,24.6,160.7,132.1,82.2,27.2,5月8日,6月9日,32,8月12日,8月15日,9月10日,125
704,2010,三丰9号,六安,2.8,22.4,700,15.3,68.3,124,25.4,198,122.5,61.9,29.7,4月29日,5月31日,31,8月9日,8月12日,9月5日,129
705,2010,三丰9号,全椒,6.6,22.6,242.4,14.4,63.7,119.3,25.9,215.8,148.9,69,28.8,4月30日,6月7日,37,8月11日,8月13日,9月4日,127
706,2010,Y两优800,省院,4.6,27.8,504.3,14,50.4,127,31,211.3,176.8,83.6,24.9,5月7日,6月5日,29,8月15日,8月18日,9月24日,140
707,2010,Y两优800,凤阳,3.9,22.4,474.4,14.4,64.3,142.6,32.1,270.1,201.9,74.8,25.8,5月12日,6月19日,38,8月23日,8月27日,10月8日,149
708,2010,Y两优800,芜湖,7.5,27,260,19.2,71.1,126.5,28.6,185.9,146.3,78.7,24.3,5月8日,6月9日,32,8月14日,8月20日,9月17日,132
709,2010,Y两优800,六安,3.8,26,584.2,16,61.5,138.7,31.4,216.5,173.6,80.2,25.2,4月29日,5月31日,31,8月8日,8月11日,9月7日,131
710,2010,Y两优800,全椒,8.2,31.4,282.9,17.2,54.8,134.8,30.2,227,169.6,74.7,24.6,4月30日,6月7日,37,8月16日,8月19日,9月17日,140
711,2010,新29A/XR1108678,省院,3.4,20.6,505.9,14,68,120,27,214.1,141.9,66.3,25.7,5月7日,6月5日,29,8月11日,8月14日,9月25日,141
712,2010,新29A/XR1108678,凤阳,4.1,21.4,422,15.1,70.6,136.5,26.9,253.3,198.6,78.4,23.5,5月12日,6月19日,38,8月26日,8月30日,10月9日,150
713,2010,新29A/XR1108678,芜湖,6.8,28.3,316.2,18.6,65.7,133,26.2,198.1,167.4,84.5,23.3,5月8日,6月9日,32,8月21日,8月26日,9月22日,137
714,2010,新29A/XR1108678,六安,3.4,26,664.7,16.6,63.8,133.1,27.9,236.9,168.8,71.3,25.8,4月29日,5月31日,31,8月7日,8月10日,9月10日,134
715,2010,新29A/XR1108678,全椒,6.2,26.8,332.3,18.2,67.9,143,25.6,200.7,150.7,75.1,25.3,4月30日,6月7日,37,8月23日,8月25日,9月19日,142
716,2010,冈优848,省院,4.2,20.4,385.7,14,68.6,118,26,183.5,151.7,82.7,25.6,5月7日,6月5日,29,8月11日,8月15日,9月21日,137
717,2010,冈优848,凤阳,4.4,22.6,413.6,14,61.9,130.9,28.3,270.5,198.8,73.5,23.6,5月12日,6月19日,38,8月20日,8月22日,10月3日,144
718,2010,冈优848,芜湖,7.6,28.5,275,17.9,62.8,119.6,25.7,182.2,148.7,81.6,25,5月8日,6月9日,32,8月14日,8月19日,9月18日,133
719,2010,冈优848,六安,3.4,23.6,594.1,15.4,65.3,122,26.7,213.2,173.3,81.3,25.9,4月29日,5月31日,31,8月11日,8月15日,9月12日,136
720,2010,冈优848,全椒,6.4,22,243.8,13.6,61.8,131.2,27.8,248.6,193.5,77.9,25.9,4月30日,6月7日,37,8月14日,8月16日,9月11日,134
721,2010,开优17号,省院,5.4,30,455.6,18,60,120,28,171,101.3,59.3,27.5,5月7日,6月5日,29,8月12日,8月16日,9月25日,141
722,2010,开优17号,凤阳,4.4,21.7,393.2,15.9,73.3,135.7,29.5,162,138.7,85.6,28.3,5月12日,6月19日,38,8月16日,8月18日,9月30日,141
723,2010,开优17号,芜湖,7.6,29.2,284.2,17.4,59.6,118.7,28.9,176.4,145.7,82.6,28.1,5月8日,6月9日,32,8月11日,8月15日,9月14日,129
724,2010,开优17号,六安,3.2,24.6,668.8,16.5,67.1,130.5,29.8,184.1,141,76.6,30.9,4月29日,5月31日,31,8月10日,8月13日,9月8日,132
725,2010,开优17号,全椒,4.4,21.2,381.8,15.2,71.7,129.3,26.3,198.6,147.1,74.1,28.1,4月30日,6月7日,37,8月12日,8月15日,9月9日,132
726,2010,广占63S/R1128,省院,4.6,17.4,278.3,12,69,130,28,247.1,147.3,59.6,26.9,5月7日,6月5日,29,8月20日,8月24日,9月30日,146
727,2010,广占63S/R1128,凤阳,3.8,16.5,334.2,11.3,68.5,132.8,25.1,228.5,190.5,83.4,30.2,5月12日,6月19日,38,9月8日,9月11日,10月23日,164
728,2010,广占63S/R1128,芜湖,5.7,24.8,335.1,16.8,67.7,150.8,27.7,169.6,138.6,81.7,28,5月8日,6月9日,32,8月28日,9月3日,9月30日,145
729,2010,广占63S/R1128,六安,4,26.3,557.5,13.3,50.6,136.4,27.8,251.7,179.3,71.2,30.7,4月29日,5月31日,31,8月18日,8月22日,9月22日,146
730,2010,广占63S/R1128,全椒,4.2,19.4,361.9,14,72.2,152.3,26.6,233.4,142.6,61.1,28.7,4月30日,6月7日,37,8月27日,8月30日,9月27日,150
731,2010,春两优6号,省院,2.4,18.2,658.3,11.3,62.3,106,23,203.2,165.3,81.3,26.9,5月7日,6月5日,29,8月2日,8月6日,9月14日,130
732,2010,春两优6号,凤阳,3.3,14.6,324.4,11.2,76.7,120,26.7,283.9,247.5,87.2,25.3,5月12日,6月19日,38,8月11日,8月13日,9月26日,137
733,2010,春两优6号,芜湖,6.9,26.9,289.9,17.6,65.4,118.5,23.6,153.6,124.3,80.9,27.8,5月8日,6月9日,32,8月6日,8月9日,9月5日,120
734,2010,春两优6号,六安,2.4,21.4,791.7,14.9,69.6,118.5,24.9,182,108.3,59.5,29.8,4月29日,5月31日,31,8月2日,8月6日,9月6日,130
735,2010,春两优6号,全椒,7.4,31.2,321.6,13.6,43.6,122.7,24.8,207.2,171.3,82.7,27.9,4月30日,6月7日,37,8月7日,8月10日,9月3日,126
736,2010,乐优5178,省院,3.6,21,483.3,12,57.1,125,30.5,190.3,110.1,57.8,28.3,5月7日,6月5日,29,8月14日,8月17日,9月30日,146
737,2010,乐优5178,凤阳,5.1,24.4,378.4,16.1,66,134.3,28.3,179,140,78.2,29.2,5月12日,6月19日,38,8月24日,8月28日,10月16日,157
738,2010,乐优5178,芜湖,7.4,27,264.9,15.7,58.1,119.7,29.6,208.5,163.5,78.4,28,5月8日,6月9日,32,8月17日,8月20日,9月22日,137
739,2010,乐优5178,六安,3,26.4,780,14.3,54.2,126.3,28.2,231.3,172.7,74.7,30.7,4月29日,5月31日,31,8月31日,8月17日,9月22日,146
740,2010,乐优5178,全椒,5,26.8,436,16.2,60.4,131.7,27.2,181,127.5,70.4,29.8,4月30日,6月7日,37,8月15日,8月18日,9月15日,138
741,2010,三丰两优香6,省院,3.4,19,458.8,12,63.2,117,28.3,184.8,142,76.8,27.2,5月7日,6月5日,29,8月6日,8月10日,9月28日,144
742,2010,三丰两优香6,凤阳,3.1,16.2,422.6,13.6,84,123.8,28.7,254.6,207.6,81.5,25.3,5月12日,6月19日,38,8月26日,8月30日,10月14日,155
743,2010,三丰两优香6,芜湖,7.2,27.3,279.2,16.5,60.4,123,28.3,181.8,146.9,80.8,27.4,5月8日,6月9日,32,8月11日,8月15日,9月15日,130
744,2010,三丰两优香6,六安,3.2,26.2,718.8,12,45.8,124.7,28.8,225.6,165.8,73.5,27.2,4月29日,5月31日,31,8月12日,8月16日,9月16日,140
745,2010,三丰两优香6,全椒,8,32.6,307.5,15,46,126.7,27.2,195.2,143.8,73.7,27.3,4月30日,6月7日,37,8月15日,8月18日,9月14日,137
746,2010,青两优116,省院,2.6,20.2,676.9,13.3,66,109,22,180.8,138.2,76.4,28.6,5月7日,6月5日,43494,7月29日,8月3日,9月12日,128
747,2010,青两优116,凤阳,3.6,20.8,477.8,14.1,67.8,130.1,26.4,200.5,163.8,81.7,28.2,5月12日,6月19日,38,8月9日,8月11日,9月24日,135
748,2010,青两优116,芜湖,7.3,28.5,290.4,18.1,63.5,132.2,24,175.7,142.4,81,29,5月8日,6月9日,32,8月9日,8月6日,9月10日,125
749,2010,青两优116,六安,3.4,26.4,676.5,16.2,61.4,119.4,25.5,185.3,156,84.2,30,4月29日,5月31日,31,8月3日,8月7日,9月5日,129
750,2010,青两优116,全椒,4.2,26.4,528.6,18,68.2,116.7,23.9,156.6,123.8,79.1,28.7,4月30日,6月7日,37,8月6日,8月9日,8月28日,121
751,2010,开优18号,省院,4.2,22.2,428.6,13.3,60.1,109,23,168.7,146.4,86.8,28.9,5月7日,6月5日,29,8月3日,8月7日,9月12日,128
752,2010,开优18号,凤阳,4.8,21.9,356.3,14.2,64.8,121.5,27.2,237.4,185.1,78,26.2,5月12日,6月19日,38,8月12日,8月14日,9月25日,136
753,2010,开优18号,芜湖,6,25.5,325,16.7,65.5,121.9,24.7,177.1,153.2,86.5,29.4,5月8日,6月9日,32,8月7日,8月11日,9月6日,121
754,2010,开优18号,六安,4.2,25.4,504.8,15.3,60.2,116.7,24.8,190.1,147.2,77.4,33.4,4月29日,5月31日,31,8月3日,8月6日,9月8日,132
755,2010,开优18号,全椒,7.4,30,305.4,14.8,49.3,116,24.2,184.6,139.5,75.6,28.6,4月30日,6月7日,37,8月8日,8月11日,9月3日,126
756,2010,Ⅱ优838（CK）,省院,2.6,20.2,676.9,10,49.5,116,26,204.4,163,79.8,27.3,5月7日,6月5日,29,8月10日,8月4日,9月22日,138
757,2010,Ⅱ优838（CK）,凤阳,3.9,20.8,433.3,15.4,74,130.5,25.7,190.4,151.3,79.5,26.9,5月12日,6月19日,38,8月19日,8月21日,10月5日,146
758,2010,Ⅱ优838（CK）,芜湖,6.5,28.2,333.8,17.8,63.1,123,25.4,167.4,138.6,82.8,26.6,5月8日,6月9日,32,8月12日,8月15日,9月17日,132
759,2010,Ⅱ优838（CK）,六安,4.2,28.4,576.2,16.1,56.7,125.3,27.3,198.3,159.3,80.3,27.9,4月29日,5月31日,31,8月11日,8月15日,9月11日,135
760,2010,Ⅱ优838（CK）,全椒,5.4,26.4,388.9,15.4,58.3,131,26.3,175.3,136.4,77.8,28,4月30日,6月7日,37,8月13日,8月16日,9月12日,135
761,2010,广抗13A/绵恢539,省院,4,22.6,465,16,70.8,128,27,169.7,124.4,73.3,31.4,5月7日,6月5日,29,8月12日,8月16日,9月25日,141
